STNID;VALUE1;VALUE2;VALUE3;VALUE4;VALUE5;VALUE6;VALUE7;VALUE8;VALUE9;VALUE10;VALUE11;VALUE12;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12
USC00473332;12C;35C;139C;276S;382S;478S;533S;521S;439S;331S;219S;78S;1.2;3.5;13.9;27.6;38.2;47.8;53.3;52.1;43.9;33.1;21.9;7.8
USC00473391;100Q;134Q;234Q;341Q;449Q;547Q;597Q;578Q;487Q;380Q;269Q;153Q;10;13.4;23.4;34.1;44.9;54.7;59.7;57.8;48.7;38;26.9;15.3
USC00473405;60S;102S;216S;344S;455S;555S;596S;578R;494R;379R;253R;115R;6;10.2;21.6;34.4;45.5;55.5;59.6;57.8;49.4;37.9;25.3;11.5
USC00473453;92S;128S;234S;351S;451S;545S;588S;571S;487S;376S;272S;143S;9.2;12.8;23.4;35.1;45.1;54.5;58.8;57.1;48.7;37.6;27.2;14.3
USC00473471;34R;64R;183R;304R;401R;516R;560R;542R;450R;340R;224R;87R;3.4;6.4;18.3;30.4;40.1;51.6;56;54.2;45;34;22.4;8.7
USC00473511;-8R;18R;151R;284R;418R;499R;553R;538R;452R;337R;221R;48R;-0.8;1.8;15.1;28.4;41.8;49.9;55.3;53.8;45.2;33.7;22.1;4.8
USC00473654;61S;107S;220S;342S;449C;547C;592C;572S;479C;360S;255S;115S;6.1;10.7;22;34.2;44.9;54.7;59.2;57.2;47.9;36;25.5;11.5
USC00473661;106Q;142Q;235Q;351Q;448Q;549Q;608Q;596Q;510Q;397Q;280Q;157Q;10.6;14.2;23.5;35.1;44.8;54.9;60.8;59.6;51;39.7;28;15.7
USC00473698;7R;58S;186R;327S;439R;533R;580R;562R;468R;353S;232R;83R;0.7;5.8;18.6;32.7;43.9;53.3;58;56.2;46.8;35.3;23.2;8.3
USC00473702;77Q;101Q;201Q;321Q;411Q;516Q;554Q;538Q;465Q;364Q;254Q;136Q;7.7;10.1;20.1;32.1;41.1;51.6;55.4;53.8;46.5;36.4;25.4;13.6
USC00473756;85S;118S;233S;356S;463S;559S;603S;582S;492S;380S;270S;141S;8.5;11.8;23.3;35.6;46.3;55.9;60.3;58.2;49.2;38;27;14.1
USC00473800;28R;51R;156R;296R;415R;513R;562R;544R;460R;343R;229R;93R;2.8;5.1;15.6;29.6;41.5;51.3;56.2;54.4;46;34.3;22.9;9.3
USC00473820;88Q;130Q;237Q;358Q;462Q;557Q;602Q;580Q;495Q;378Q;273Q;140Q;8.8;13;23.7;35.8;46.2;55.7;60.2;58;49.5;37.8;27.3;14
USC00474080;31S;77S;189S;321S;423S;511S;557S;539S;460S;353S;232S;91S;3.1;7.7;18.9;32.1;42.3;51.1;55.7;53.9;46;35.3;23.2;9.1
USC00474108;104Q;136Q;244Q;369Q;475Q;581Q;628Q;611Q;503Q;390Q;277Q;152Q;10.4;13.6;24.4;36.9;47.5;58.1;62.8;61.1;50.3;39;27.7;15.2
USC00474174;164S;202S;282S;375S;463S;566S;635S;634S;554S;439S;328S;207S;16.4;20.2;28.2;37.5;46.3;56.6;63.5;63.4;55.4;43.9;32.8;20.7
USC00474195;117S;141S;235R;343S;434S;534S;594S;593S;513S;397S;288R;168S;11.7;14.1;23.5;34.3;43.4;53.4;59.4;59.3;51.3;39.7;28.8;16.8
USC00474373;79Q;122Q;239Q;368Q;472Q;573Q;619Q;603Q;521Q;396Q;267Q;133Q;7.9;12.2;23.9;36.8;47.2;57.3;61.9;60.3;52.1;39.6;26.7;13.3
USC00474391;12Q;39Q;159Q;298Q;409Q;491Q;536Q;528Q;448Q;340Q;227Q;74Q;1.2;3.9;15.9;29.8;40.9;49.1;53.6;52.8;44.8;34;22.7;7.4
USC00474457;142R;176R;267R;375R;474R;573R;624R;609R;527R;417R;307R;187R;14.2;17.6;26.7;37.5;47.4;57.3;62.4;60.9;52.7;41.7;30.7;18.7
USC00474482;102R;135S;239S;361S;470S;573S;620S;602S;504S;391S;279S;156R;10.2;13.5;23.9;36.1;47;57.3;62;60.2;50.4;39.1;27.9;15.6
USC00474523;35S;64R;170R;297S;402S;504S;549S;535S;449S;339S;232S;97S;3.5;6.4;17;29.7;40.2;50.4;54.9;53.5;44.9;33.9;23.2;9.7
USC00474530;-12Q;26Q;113Q;273Q;378Q;491Q;519Q;511Q;412Q;312Q;199Q;63Q;-1.2;2.6;11.3;27.3;37.8;49.1;51.9;51.1;41.2;31.2;19.9;6.3
USC00474546;83C;132C;247C;366C;472C;571C;612C;594C;508C;387C;271C;134C;8.3;13.2;24.7;36.6;47.2;57.1;61.2;59.4;50.8;38.7;27.1;13.4
USC00474582;36S;63S;158S;292S;403S;501S;548S;534S;452S;341S;222S;92S;3.6;6.3;15.8;29.2;40.3;50.1;54.8;53.4;45.2;34.1;22.2;9.2
USC00474790;73Q;119Q;229Q;347Q;458Q;557Q;599Q;575Q;490Q;374Q;259Q;131Q;7.3;11.9;22.9;34.7;45.8;55.7;59.9;57.5;49;37.4;25.9;13.1
USC00474829;-1R;21R;128R;259R;370R;477R;521R;513R;432R;313R;213R;59R;-0.1;2.1;12.8;25.9;37;47.7;52.1;51.3;43.2;31.3;21.3;5.9
USC00474894;38S;85S;207S;338S;453S;545S;592S;576S;492S;375S;242S;98S;3.8;8.5;20.7;33.8;45.3;54.5;59.2;57.6;49.2;37.5;24.2;9.8
USC00474937;110S;155S;270S;397C;504S;599S;647S;632S;546S;427S;300S;165S;11;15.5;27;39.7;50.4;59.9;64.7;63.2;54.6;42.7;30;16.5
USC00474953;62S;74S;164S;286S;385S;484S;557S;553S;477C;364S;257S;142S;6.2;7.4;16.4;28.6;38.5;48.4;55.7;55.3;47.7;36.4;25.7;14.2
USC00475017;136S;167S;256S;357S;451S;553S;615S;610S;535S;421S;310S;185S;13.6;16.7;25.6;35.7;45.1;55.3;61.5;61;53.5;42.1;31;18.5
USC00475091;99S;127S;218S;345S;446S;552S;602S;596S;515S;394S;279S;153S;9.9;12.7;21.8;34.5;44.6;55.2;60.2;59.6;51.5;39.4;27.9;15.3
USC00475096;69Q;96Q;212Q;332Q;444Q;546Q;579Q;564Q;478Q;366Q;252Q;119Q;6.9;9.6;21.2;33.2;44.4;54.6;57.9;56.4;47.8;36.6;25.2;11.9
USC00475120;57S;94S;206S;336S;443S;545S;588S;570S;478S;364S;245S;107S;5.7;9.4;20.6;33.6;44.3;54.5;58.8;57;47.8;36.4;24.5;10.7
USC00475164;54S;93S;203S;326S;436S;528S;573S;553S;464S;353S;241S;106S;5.4;9.3;20.3;32.6;43.6;52.8;57.3;55.3;46.4;35.3;24.1;10.6
USC00475178;74S;117S;233S;350S;458S;548S;597S;576S;487S;370S;262S;127S;7.4;11.7;23.3;35;45.8;54.8;59.7;57.6;48.7;37;26.2;12.7
USC00475189;94Q;128Q;241Q;360Q;467Q;561Q;600Q;594Q;494Q;388Q;275Q;144Q;9.4;12.8;24.1;36;46.7;56.1;60;59.4;49.4;38.8;27.5;14.4
USC00475255;24S;69S;185S;321S;435S;530S;575S;559S;471S;348S;230S;86S;2.4;6.9;18.5;32.1;43.5;53;57.5;55.9;47.1;34.8;23;8.6
USC00475286;15S;49C;156S;288C;401C;500C;553C;539C;457C;340C;227C;83S;1.5;4.9;15.6;28.8;40.1;50;55.3;53.9;45.7;34;22.7;8.3
USC00475335;49C;93C;201C;325C;436C;530C;580C;560C;474C;357C;239C;101C;4.9;9.3;20.1;32.5;43.6;53;58;56;47.4;35.7;23.9;10.1
USC00475364;25C;56C;170C;302C;415C;516C;560C;539C;450S;338C;227C;88C;2.5;5.6;17;30.2;41.5;51.6;56;53.9;45;33.8;22.7;8.8
USC00475474;137C;170C;261C;372C;476C;577S;634C;621C;530C;413C;302C;188C;13.7;17;26.1;37.2;47.6;57.7;63.4;62.1;53;41.3;30.2;18.8
USC00475516;5S;30S;124S;263S;390S;495S;540S;515S;440S;325S;213S;69R;0.5;3;12.4;26.3;39;49.5;54;51.5;44;32.5;21.3;6.9
USC00475525;-9R;27R;151R;283R;404R;523R;569R;548R;461R;341R;214R;53R;-0.9;2.7;15.1;28.3;40.4;52.3;56.9;54.8;46.1;34.1;21.4;5.3
USC00475563;42S;87C;200C;323C;431C;528C;574C;556S;469S;350S;230S;94C;4.2;8.7;20;32.3;43.1;52.8;57.4;55.6;46.9;35;23;9.4
USC00475573;101Q;140Q;253Q;373Q;481Q;592Q;625Q;605Q;506Q;389Q;279Q;154Q;10.1;14;25.3;37.3;48.1;59.2;62.5;60.5;50.6;38.9;27.9;15.4
USC00475581;75R;115R;226R;345R;456S;551S;594S;576S;487S;369S;261S;127S;7.5;11.5;22.6;34.5;45.6;55.1;59.4;57.6;48.7;36.9;26.1;12.7
USC00475786;52S;95S;194S;314S;426S;518S;565S;547S;461S;349S;232S;99S;5.2;9.5;19.4;31.4;42.6;51.8;56.5;54.7;46.1;34.9;23.2;9.9
USC00475808;43S;78S;188S;318S;421S;526S;566S;549S;457S;347S;229S;92S;4.3;7.8;18.8;31.8;42.1;52.6;56.6;54.9;45.7;34.7;22.9;9.2
USC00475863;27R;50R;143R;273R;373R;477R;519R;503R;434R;327R;216R;84R;2.7;5;14.3;27.3;37.3;47.7;51.9;50.3;43.4;32.7;21.6;8.4
USC00475932;75S;107S;204S;323S;438S;537S;580S;559S;471S;361C;257C;127S;7.5;10.7;20.4;32.3;43.8;53.7;58;55.9;47.1;36.1;25.7;12.7
USC00476122;10R;30R;134R;272R;385R;481R;519R;508R;429R;325R;208R;67R;1;3;13.4;27.2;38.5;48.1;51.9;50.8;42.9;32.5;20.8;6.7
USC00476200;104S;142S;248S;366S;470S;565S;612S;596S;507S;391S;285S;156S;10.4;14.2;24.8;36.6;47;56.5;61.2;59.6;50.7;39.1;28.5;15.6
USC00476208;71C;98S;199C;322S;428S;531C;573S;557S;470C;361C;259S;131C;7.1;9.8;19.9;32.2;42.8;53.1;57.3;55.7;47;36.1;25.9;13.1
USC00476330;101S;135S;237S;365S;480S;583S;628S;609S;520S;402S;287S;155S;10.1;13.5;23.7;36.5;48;58.3;62.8;60.9;52;40.2;28.7;15.5
USC00476357;14C;52C;173C;311C;422C;517C;559C;540S;450C;334S;218S;72C;1.4;5.2;17.3;31.1;42.2;51.7;55.9;54;45;33.4;21.8;7.2
USC00476380;121Q;153Q;248Q;359Q;461Q;565Q;609Q;597Q;508Q;396Q;291Q;171Q;12.1;15.3;24.8;35.9;46.1;56.5;60.9;59.7;50.8;39.6;29.1;17.1
USC00476398;16R;49R;163R;300R;423R;507R;563R;550R;457R;339R;213R;72R;1.6;4.9;16.3;30;42.3;50.7;56.3;55;45.7;33.9;21.3;7.2
USC00476413;-1R;44R;155R;284R;387R;486R;566R;558R;472R;359R;234R;75R;-0.1;4.4;15.5;28.4;38.7;48.6;56.6;55.8;47.2;35.9;23.4;7.5
USC00476510;66Q;88Q;171Q;304Q;412Q;509Q;538Q;539Q;458Q;343Q;239Q;129Q;6.6;8.8;17.1;30.4;41.2;50.9;53.8;53.9;45.8;34.3;23.9;12.9
USC00476646;90C;134C;242C;358C;466C;570C;613S;595C;501C;386S;270C;140C;9;13.4;24.2;35.8;46.6;57;61.3;59.5;50.1;38.6;27;14
USC00476678;110S;139S;233S;347S;450S;551S;604S;589S;500S;386S;282S;161S;11;13.9;23.3;34.7;45;55.1;60.4;58.9;50;38.6;28.2;16.1
USC00476718;91S;132S;237S;362S;468S;569S;609S;588S;496S;381S;278S;145S;9.1;13.2;23.7;36.2;46.8;56.9;60.9;58.8;49.6;38.1;27.8;14.5
USC00476764;130S;153S;249S;351S;446S;545S;608S;610S;521S;406S;295S;176S;13;15.3;24.9;35.1;44.6;54.5;60.8;61;52.1;40.6;29.5;17.6
USC00476772;52R;75R;173R;282R;365R;466R;548R;545R;461R;350R;243R;118R;5.2;7.5;17.3;28.2;36.5;46.6;54.8;54.5;46.1;35;24.3;11.8
USC00476827;87C;130C;244C;368S;475C;578C;622C;605C;507C;391C;273C;141C;8.7;13;24.4;36.8;47.5;57.8;62.2;60.5;50.7;39.1;27.3;14.1
USC00476838;77R;115R;229R;363R;476R;566R;614R;595R;502R;380R;264R;142R;7.7;11.5;22.9;36.3;47.6;56.6;61.4;59.5;50.2;38;26.4;14.2
USC00476859;-4S;31S;156C;298S;407S;498C;542S;526S;444S;328S;215S;63S;-0.4;3.1;15.6;29.8;40.7;49.8;54.2;52.6;44.4;32.8;21.5;6.3
USC00476922;155C;194C;282C;378C;467C;569C;642C;643C;562C;440S;331S;204C;15.5;19.4;28.2;37.8;46.7;56.9;64.2;64.3;56.2;44;33.1;20.4
USC00476939;8R;26R;126R;263R;386R;488R;530R;525R;441R;330R;214R;76R;0.8;2.6;12.6;26.3;38.6;48.8;53;52.5;44.1;33;21.4;7.6
USC00477052;93R;134R;249R;367R;473R;573R;615R;596R;508R;393R;276R;145R;9.3;13.4;24.9;36.7;47.3;57.3;61.5;59.6;50.8;39.3;27.6;14.5
USC00477092;-4S;26S;137C;279C;403S;501C;543C;527S;444C;327C;214C;62S;-0.4;2.6;13.7;27.9;40.3;50.1;54.3;52.7;44.4;32.7;21.4;6.2
USC00477113;17S;42S;156S;302C;426S;524S;570C;556C;462S;345C;222S;81C;1.7;4.2;15.6;30.2;42.6;52.4;57;55.6;46.2;34.5;22.2;8.1
USC00477132;12S;60S;191S;329S;448S;544S;588S;568S;476S;357S;231S;77S;1.2;6;19.1;32.9;44.8;54.4;58.8;56.8;47.6;35.7;23.1;7.7
USC00477142;9Q;39Q;145Q;299Q;425Q;522Q;566Q;550Q;461Q;346Q;226Q;79Q;0.9;3.9;14.5;29.9;42.5;52.2;56.6;55;46.1;34.6;22.6;7.9
USC00477158;66S;112S;224S;343S;444S;544S;588S;570S;478S;355S;248S;119S;6.6;11.2;22.4;34.3;44.4;54.4;58.8;57;47.8;35.5;24.8;11.9
USC00477174;13S;51S;178S;316S;428S;532S;576S;550S;453S;341S;221S;73S;1.3;5.1;17.8;31.6;42.8;53.2;57.6;55;45.3;34.1;22.1;7.3
USC00477209;80Q;122Q;219Q;348Q;456Q;559Q;599Q;585Q;497Q;380Q;265Q;132Q;8;12.2;21.9;34.8;45.6;55.9;59.9;58.5;49.7;38;26.5;13.2
USC00477226;37C;78C;194C;315C;430C;534C;583C;562C;479C;357C;231C;93C;3.7;7.8;19.4;31.5;43;53.4;58.3;56.2;47.9;35.7;23.1;9.3
USC00477319;109R;153R;260R;366R;482R;578R;613R;605R;524R;414R;284R;155R;10.9;15.3;26;36.6;48.2;57.8;61.3;60.5;52.4;41.4;28.4;15.5
USC00477349;35S;67S;172S;313S;424S;517S;557S;542S;451S;341S;226S;94S;3.5;6.7;17.2;31.3;42.4;51.7;55.7;54.2;45.1;34.1;22.6;9.4
USC00477464;22S;65S;196S;346S;462S;565S;614S;598S;500S;378S;245S;89S;2.2;6.5;19.6;34.6;46.2;56.5;61.4;59.8;50;37.8;24.5;8.9
USC00477480;11S;35S;141S;279S;403S;510S;558S;543S;458S;340S;223S;77S;1.1;3.5;14.1;27.9;40.3;51;55.8;54.3;45.8;34;22.3;7.7
USC00477576;104Q;108Q;225Q;346Q;451Q;557Q;591Q;581Q;490Q;369Q;271Q;127Q;10.4;10.8;22.5;34.6;45.1;55.7;59.1;58.1;49;36.9;27.1;12.7
USC00477708;53C;87C;200C;328C;435C;535C;579C;561C;471C;357C;247C;113C;5.3;8.7;20;32.8;43.5;53.5;57.9;56.1;47.1;35.7;24.7;11.3
USC00477725;140S;171S;259R;361R;451R;555S;620S;623R;545R;423R;311R;191R;14;17.1;25.9;36.1;45.1;55.5;62;62.3;54.5;42.3;31.1;19.1
USC00477892;20C;57S;185S;313S;427S;527S;583S;563S;470C;358C;239S;88C;2;5.7;18.5;31.3;42.7;52.7;58.3;56.3;47;35.8;23.9;8.8
USC00477964;137Q;165Q;266Q;372Q;465Q;570Q;635Q;631Q;545Q;426Q;318Q;185Q;13.7;16.5;26.6;37.2;46.5;57;63.5;63.1;54.5;42.6;31.8;18.5
USC00477997;64S;111S;229S;347S;458S;555S;600S;580S;488R;367S;256S;115S;6.4;11.1;22.9;34.7;45.8;55.5;60;58;48.8;36.7;25.6;11.5
USC00478027;5C;55C;187C;322C;437C;535C;581S;562C;476C;360C;228S;70C;0.5;5.5;18.7;32.2;43.7;53.5;58.1;56.2;47.6;36;22.8;7
USC00478110;35S;64S;193S;332S;444S;546S;587S;567C;468S;353C;238C;93S;3.5;6.4;19.3;33.2;44.4;54.6;58.7;56.7;46.8;35.3;23.8;9.3
USC00478171;67C;96C;208C;338C;449C;552C;597C;578C;487C;368C;251C;117C;6.7;9.6;20.8;33.8;44.9;55.2;59.7;57.8;48.7;36.8;25.1;11.7
USC00478190;31Q;75Q;175Q;309Q;423Q;516Q;563Q;542Q;461Q;347Q;228Q;88Q;3.1;7.5;17.5;30.9;42.3;51.6;56.3;54.2;46.1;34.7;22.8;8.8
USC00478229;98R;140R;246R;359R;471R;569R;612R;591R;499R;383R;277R;150R;9.8;14;24.6;35.9;47.1;56.9;61.2;59.1;49.9;38.3;27.7;15
USC00478267;102S;124S;220S;331S;426S;528S;586S;583S;506S;394S;290S;170S;10.2;12.4;22;33.1;42.6;52.8;58.6;58.3;50.6;39.4;29;17
USC00478316;106R;144R;237R;353R;465R;555R;596R;584R;502R;387R;275R;153R;10.6;14.4;23.7;35.3;46.5;55.5;59.6;58.4;50.2;38.7;27.5;15.3
USC00478349;52S;95S;209C;318S;410C;494S;577S;578S;494S;379S;254C;110C;5.2;9.5;20.9;31.8;41;49.4;57.7;57.8;49.4;37.9;25.4;11
USC00478376;43R;80R;190R;313R;420R;517R;565R;554R;460R;348R;245R;113R;4.3;8;19;31.3;42;51.7;56.5;55.4;46;34.8;24.5;11.3
USC00478540;77Q;119Q;233Q;361Q;465Q;566Q;602Q;589Q;499Q;384Q;277Q;135Q;7.7;11.9;23.3;36.1;46.5;56.6;60.2;58.9;49.9;38.4;27.7;13.5
USC00478589;85S;135S;250S;378S;485S;583S;627S;608S;521S;400S;275S;139S;8.5;13.5;25;37.8;48.5;58.3;62.7;60.8;52.1;40;27.5;13.9
USC00478672;124C;147C;240C;351C;441C;534S;597C;603S;528S;408S;296S;175C;12.4;14.7;24;35.1;44.1;53.4;59.7;60.3;52.8;40.8;29.6;17.5
USC00478723;118R;161R;252R;360R;462R;561R;607R;592R;504R;390R;288R;175R;11.8;16.1;25.2;36;46.2;56.1;60.7;59.2;50.4;39;28.8;17.5
USC00478827;61S;103S;220S;345S;451S;555S;595S;576S;483S;366S;246S;111S;6.1;10.3;22;34.5;45.1;55.5;59.5;57.6;48.3;36.6;24.6;11.1
USC00478905;115S;120S;209S;323S;419S;521S;588S;588S;519S;404S;299S;195S;11.5;12;20.9;32.3;41.9;52.1;58.8;58.8;51.9;40.4;29.9;19.5
USC00478910;111Q;136Q;236Q;358Q;473Q;569Q;614Q;604Q;504Q;393Q;282Q;171Q;11.1;13.6;23.6;35.8;47.3;56.9;61.4;60.4;50.4;39.3;28.2;17.1
USC00478919;97S;137S;241S;358S;464S;563S;608S;589S;501S;387S;281S;150S;9.7;13.7;24.1;35.8;46.4;56.3;60.8;58.9;50.1;38.7;28.1;15
USC00478937;107R;144R;235R;350R;450R;548R;598S;586S;498S;383S;277R;154R;10.7;14.4;23.5;35;45;54.8;59.8;58.6;49.8;38.3;27.7;15.4
USC00478951;68S;106S;210S;331S;439S;534S;581S;564S;480S;360S;250S;120S;6.8;10.6;21;33.1;43.9;53.4;58.1;56.4;48;36;25;12
USC00479046;135R;167R;264R;371R;473R;577R;635R;621R;532R;417R;295R;179R;13.5;16.7;26.4;37.1;47.3;57.7;63.5;62.1;53.2;41.7;29.5;17.9
USC00479050;117R;152R;232R;342R;432R;527R;574R;571R;488R;379R;278R;161R;11.7;15.2;23.2;34.2;43.2;52.7;57.4;57.1;48.8;37.9;27.8;16.1
USC00479144;26R;57R;183R;324R;430R;528R;571R;553R;458R;346R;215R;73R;2.6;5.7;18.3;32.4;43;52.8;57.1;55.3;45.8;34.6;21.5;7.3
USC00479190;105S;146C;246C;357C;460C;560C;603C;582S;496S;385C;283S;157S;10.5;14.6;24.6;35.7;46;56;60.3;58.2;49.6;38.5;28.3;15.7
USC00479236;9S;34S;136R;288S;409S;514S;558S;540S;455S;347S;225R;79S;0.9;3.4;13.6;28.8;40.9;51.4;55.8;54;45.5;34.7;22.5;7.9
USC00479304;6R;52S;173R;308R;415R;504R;552R;541S;457S;344S;230S;70S;0.6;5.2;17.3;30.8;41.5;50.4;55.2;54.1;45.7;34.4;23;7
USC00479319;67S;108S;208S;320S;429S;525S;573S;554C;471C;352C;246S;113S;6.7;10.8;20.8;32;42.9;52.5;57.3;55.4;47.1;35.2;24.6;11.3
USC00479335;62S;93S;203S;338S;449S;553S;600S;579S;481S;365S;241S;112S;6.2;9.3;20.3;33.8;44.9;55.3;60;57.9;48.1;36.5;24.1;11.2
USC00480027;69R;91S;189S;273R;357R;413R;470R;456R;369R;284R;195R;92R;6.9;9.1;18.9;27.3;35.7;41.3;47;45.6;36.9;28.4;19.5;9.2
USC00480080;176S;188S;245S;312S;406S;496S;558S;546S;457S;346S;242S;168S;17.6;18.8;24.5;31.2;40.6;49.6;55.8;54.6;45.7;34.6;24.2;16.8
USC00480140;112S;125S;201S;274S;350S;425S;485R;468S;388S;301S;192S;108S;11.2;12.5;20.1;27.4;35;42.5;48.5;46.8;38.8;30.1;19.2;10.8
USC00480270;138R;149R;216R;279R;372R;458R;521R;504R;413R;305R;204R;132R;13.8;14.9;21.6;27.9;37.2;45.8;52.1;50.4;41.3;30.5;20.4;13.2
USC00480484;61S;101S;213S;287S;357S;424S;485S;476S;390S;290S;183S;79S;6.1;10.1;21.3;28.7;35.7;42.4;48.5;47.6;39;29;18.3;7.9
USC00480540;39S;111S;235S;327S;426S;511S;564S;538S;429S;314S;186S;54S;3.9;11.1;23.5;32.7;42.6;51.1;56.4;53.8;42.9;31.4;18.6;5.4
USC00480552;121S;139C;220C;291C;380C;466C;535C;525C;426C;319C;211S;121S;12.1;13.9;22;29.1;38;46.6;53.5;52.5;42.6;31.9;21.1;12.1
USC00480603;54S;65S;149S;230S;321C;371S;425S;410S;334S;255S;154S;57S;5.4;6.5;14.9;23;32.1;37.1;42.5;41;33.4;25.5;15.4;5.7
USC00480680;123Q;157Q;215Q;302Q;398Q;485Q;546Q;531Q;441Q;329Q;211Q;112Q;12.3;15.7;21.5;30.2;39.8;48.5;54.6;53.1;44.1;32.9;21.1;11.2
USC00480740;119S;151S;231S;307S;396S;482S;547S;528S;427S;315S;206S;116S;11.9;15.1;23.1;30.7;39.6;48.2;54.7;52.8;42.7;31.5;20.6;11.6
USC00480761;81S;113R;205R;261S;338S;415S;484R;463S;377R;279R;180R;91R;8.1;11.3;20.5;26.1;33.8;41.5;48.4;46.3;37.7;27.9;18;9.1
USC00480778;192S;205S;269S;343S;434S;522S;604S;582S;478S;360S;260S;187S;19.2;20.5;26.9;34.3;43.4;52.2;60.4;58.2;47.8;36;26;18.7
USC00480865;-31R;-18R;97S;218R;303R;348S;377R;361S;288S;209S;111S;-21S;-3.1;-1.8;9.7;21.8;30.3;34.8;37.7;36.1;28.8;20.9;11.1;-2.1
USC00480915;5R;29R;178R;254R;337R;396R;437R;420R;329R;243R;154R;20R;0.5;2.9;17.8;25.4;33.7;39.6;43.7;42;32.9;24.3;15.4;2
USC00480951;-70R;-49R;108R;211R;293R;372R;420R;400R;315R;209R;91R;-44R;-7;-4.9;10.8;21.1;29.3;37.2;42;40;31.5;20.9;9.1;-4.4
USC00481000;52S;105S;229S;326S;424S;515S;593S;575S;466S;344S;212S;82S;5.2;10.5;22.9;32.6;42.4;51.5;59.3;57.5;46.6;34.4;21.2;8.2
USC00481131;80Q;108Q;211Q;277Q;368Q;448Q;514Q;494Q;403Q;311Q;203Q;104Q;8;10.8;21.1;27.7;36.8;44.8;51.4;49.4;40.3;31.1;20.3;10.4
USC00481165;136S;155S;233S;314S;403S;496S;565S;547S;443S;327S;220S;131S;13.6;15.5;23.3;31.4;40.3;49.6;56.5;54.7;44.3;32.7;22;13.1
USC00481175;235R;236R;290R;355R;422R;494R;558R;564R;498R;399R;310R;228R;23.5;23.6;29;35.5;42.2;49.4;55.8;56.4;49.8;39.9;31;22.8
USC00481220;79S;67S;123S;186S;276R;353R;414R;395R;319R;224S;141S;71S;7.9;6.7;12.3;18.6;27.6;35.3;41.4;39.5;31.9;22.4;14.1;7.1
USC00481284;105S;117R;194S;263S;351S;422S;480S;458S;372S;287S;183S;100S;10.5;11.7;19.4;26.3;35.1;42.2;48;45.8;37.2;28.7;18.3;10
USC00481547;133R;146R;216R;299R;395R;487R;547R;533R;428R;323R;199R;129R;13.3;14.6;21.6;29.9;39.5;48.7;54.7;53.3;42.8;32.3;19.9;12.9
USC00481569;154Q;174Q;243Q;316Q;410Q;501Q;563Q;554Q;441Q;341Q;250Q;165Q;15.4;17.4;24.3;31.6;41;50.1;56.3;55.4;44.1;34.1;25;16.5
USC00481610;118R;124R;175R;237R;314R;394R;459R;448R;362R;270R;179R;114R;11.8;12.4;17.5;23.7;31.4;39.4;45.9;44.8;36.2;27;17.9;11.4
USC00481676;172Q;170Q;237Q;301Q;401Q;486Q;552Q;537Q;444Q;337Q;239Q;167Q;17.2;17;23.7;30.1;40.1;48.6;55.2;53.7;44.4;33.7;23.9;16.7
USC00481730;173R;176R;233R;299R;393R;477R;540S;523S;422S;314S;234S;163S;17.3;17.6;23.3;29.9;39.3;47.7;54;52.3;42.2;31.4;23.4;16.3
USC00481736;108R;131R;219R;285R;375R;461R;540R;525S;425R;314R;203R;107R;10.8;13.1;21.9;28.5;37.5;46.1;54;52.5;42.5;31.4;20.3;10.7
USC00481775;59S;104S;201S;290S;392S;476R;536S;510S;405S;284S;172S;60S;5.9;10.4;20.1;29;39.2;47.6;53.6;51;40.5;28.4;17.2;6
USC00481816;68S;112S;210S;291S;381S;471S;530S;508S;402S;293S;176S;64S;6.8;11.2;21;29.1;38.1;47.1;53;50.8;40.2;29.3;17.6;6.4
USC00481840;164S;182S;259S;328S;413S;492C;561C;545S;456C;353S;249S;158S;16.4;18.2;25.9;32.8;41.3;49.2;56.1;54.5;45.6;35.3;24.9;15.8
USC00481850;137S;169S;243S;313S;404S;486S;549R;530S;423S;318S;211S;123R;13.7;16.9;24.3;31.3;40.4;48.6;54.9;53;42.3;31.8;21.1;12.3
USC00481855;178S;173S;233S;294S;371S;432S;492R;479R;402R;319R;234R;166R;17.8;17.3;23.3;29.4;37.1;43.2;49.2;47.9;40.2;31.9;23.4;16.6
USC00481905;147S;167S;234S;324S;425S;517S;587S;571S;468S;353S;238S;143S;14.7;16.7;23.4;32.4;42.5;51.7;58.7;57.1;46.8;35.3;23.8;14.3
USC00482054;22R;18R;118R;210R;275R;344R;394R;377R;301R;225S;112R;22R;2.2;1.8;11.8;21;27.5;34.4;39.4;37.7;30.1;22.5;11.2;2.2
USC00482135;41Q;53Q;147Q;225Q;309Q;378Q;419Q;401Q;313Q;237Q;150Q;39Q;4.1;5.3;14.7;22.5;30.9;37.8;41.9;40.1;31.3;23.7;15;3.9
USC00482242;-45R;-41R;70R;189R;273R;348R;386R;360R;280R;187R;88R;-28R;-4.5;-4.1;7;18.9;27.3;34.8;38.6;36;28;18.7;8.8;-2.8
USC00482375;-71S;-55S;46S;154S;252S;311S;351S;335C;269C;183C;52C;-61C;-7.1;-5.5;4.6;15.4;25.2;31.1;35.1;33.5;26.9;18.3;5.2;-6.1
USC00482399;113Q;119Q;210Q;302Q;387Q;460Q;521Q;510Q;401Q;310Q;196Q;91Q;11.3;11.9;21;30.2;38.7;46;52.1;51;40.1;31;19.6;9.1
